name,address,description,interest
Interest,"1,577.60",0,"21,44,760.92"
Cash,"1,73,986.20",0,"23,18,747.12"
Commission,0,"3,31,249.59","19,87,497.53"
Purchase,0,"1,98,749.75","17,88,747.78"
Transfer,0,"8,94,373.89","8,94,373.89"
Commission,8,0,"8,94,381.89"
Purchase,0,"2,98,127.30","5,96,254.59"
RTGS,3,0,"5,96,257.59"
Interest,0,"74,532.20","5,21,725.39"
RTGS,"13,24,296.00",0,"18,46,021.39"
IMPS,"6,50,868.00",0,"24,96,889.39"
Reversal,62,0,"24,96,951.39"
Reversal,0,"4,99,390.28","19,97,561.11"
RTGS,0,"2,85,365.87","17,12,195.24"
Debit Card,16.3,0,"17,12,211.54"
Bill,0,"3,42,442.31","13,69,769.23"
RTGS,"1,712.74",0,"13,71,481.97"
Debit Card,345.2,0,"13,71,827.17"
Interest,753.9,0,"13,72,581.07"
Commission,334.2,0,"13,72,915.27"
Tax,0,"1,71,614.41","12,01,300.86"
Tax,0,"6,00,650.43","6,00,650.43"
Tax,"88,270.00",0,"6,88,920.43"
Transfer,0,"86,115.05","6,02,805.38"
Tax,0,"3,01,402.69","3,01,402.69"
NEFT,"3,932.00",0,"3,05,334.69"
RTGS,0,"1,01,778.23","2,03,556.46"
Purchase,500.06,0,"2,04,056.52"
Interest,0,"51,014.13","1,53,042.39"
Reversal,1,0,"1,53,043.39"
ATM,0,"21,863.34","1,31,180.05"
IMPS,18.4,0,"1,31,198.45"
NEFT,0,"14,577.61","1,16,620.84"
Interest,"29,712.00",0,"1,46,332.84"
ATM,0,"20,904.69","1,25,428.15"
ATM,0,"13,936.46","1,11,491.69"
Tax,"3,506.20",0,"1,14,997.89"
Tax,43.4,0,"1,15,041.29"
ATM,27.5,0,"1,15,068.79"
RTGS,"9,13,542.00",0,"10,28,610.79"
RTGS,0,"1,71,435.13","8,57,175.66"
Interest,0,"4,28,587.83","4,28,587.83"
Cheque,"5,37,996.00",0,"9,66,583.83"
Cash,0,"4,83,291.92","4,83,291.92"
ATM,0,"48,329.19","4,34,962.73"
Reversal,"35,305.38",0,"4,70,268.11"
NEFT,0,"1,17,567.03","3,52,701.08"
Tax,6,0,"3,52,707.08"
Tax,"2,750.00",0,"3,55,457.08"
Reversal,0,"44,432.14","3,11,024.94"
NEFT,0,"1,55,512.47","1,55,512.47"
Miscellaneous,0,"51,837.49","1,03,674.98"
RTGS,0,"17,279.16","86,395.82"
Purchase,"32,513.00",0,"1,18,908.82"
ATM,0,"59,454.41","59,454.41"
IMPS,2,0,"59,456.41"
Bill,0,"6,606.27","52,850.14"
Commission,0,"7,550.02","45,300.12"
IMPS,"19,76,343.80",0,"20,21,643.92"
Reversal,0,"3,36,940.65","16,84,703.27"
Reversal,305.68,0,"16,85,008.95"
ATM,"2,38,903.00",0,"19,23,911.95"
NEFT,0,"19,23,911.95",0
Cheque,7,0,7
NEFT,40.5,0,47.5
Purchase,0,9.5,38
Transfer,98.3,0,136.3
Cash,"26,361.60",0,"26,497.90"
Commission,493.5,0,"26,991.40"
NEFT,0,"5,398.28","21,593.12"
Reversal,"3,35,504.75",0,"3,57,097.87"
Reversal,0,"35,709.79","3,21,388.08"
Commission,0,"80,347.02","2,41,041.06"
NEFT,"22,395.00",0,"2,63,436.06"
IMPS,7,0,"2,63,443.06"
ATM,0,"26,344.31","2,37,098.75"
NEFT,"4,051.58",0,"2,41,150.33"
Interest,"1,01,028.38",0,"3,42,178.71"
RTGS,13.5,0,"3,42,192.21"
Commission,15,0,"3,42,207.21"
Tax,0,"1,71,103.61","1,71,103.60"
RTGS,"97,829.75",0,"2,68,933.35"
Purchase,2.01,0,"2,68,935.36"
Transfer,2.41,0,"2,68,937.77"
NEFT,0,"1,34,468.89","1,34,468.88"
Tax,0,"33,617.22","1,00,851.66"
Debit Card,0,"10,085.17","90,766.49"
Cash,248,0,"91,014.49"
Purchase,806.29,0,"91,820.78"
Miscellaneous,"21,288.60",0,"1,13,109.38"
Debit Card,"23,212.70",0,"1,36,322.08"
Commission,2.1,0,"1,36,324.18"
Cheque,47.7,0,"1,36,371.88"
Cash,"1,200.00",0,"1,37,571.88"
Miscellaneous,0,"22,928.65","1,14,643.23"
NEFT,0,"12,738.14","1,01,905.09"
RTGS,0,"10,190.51","91,714.58"
Purchase,"19,52,154.00",0,"20,43,868.58"
Miscellaneous,7.74,0,"20,43,876.32"
Miscellaneous,0,"3,40,646.05","17,03,230.27"
IMPS,"8,142.00",0,"17,11,372.27"
Purchase,0,"8,55,686.14","8,55,686.14"
ATM,0,"2,85,228.71","5,70,457.43"
IMPS,0,"81,493.92","4,88,963.51"
Purchase,0,"48,896.35","4,40,067.16"
Tax,453,0,"4,40,520.16"
Reversal,0,"44,052.02","3,96,468.14"
Transfer,0,"1,32,156.05","2,64,312.09"
Commission,"14,259.00",0,"2,78,571.09"
Miscellaneous,12,0,"2,78,583.09"
Bill,39.6,0,"2,78,622.69"
Commission,4,0,"2,78,626.69"
ATM,4.4,0,"2,78,631.09"
Tax,0,"55,726.22","2,22,904.87"
NEFT,"30,623.03",0,"2,53,527.90"
Tax,0,"42,254.65","2,11,273.25"
Tax,162,0,"2,11,435.25"
Interest,0,"2,11,435.25",0
Debit Card,33.1,0,33.1
Transfer,0,11.03,22.07
NEFT,0,5.52,16.55
IMPS,0,2.07,14.48
Bill,"6,11,911.80",0,"6,11,926.28"
Debit Card,"27,579.96",0,"6,39,506.24"
Debit Card,"3,23,213.25",0,"9,62,719.49"
NEFT,0,"2,40,679.87","7,22,039.62"
Commission,"17,531.00",0,"7,39,570.62"
Interest,0,"7,39,570.62",0
Bill,"3,446.30",0,"3,446.30"
Bill,"55,566.25",0,"59,012.55"
Tax,382.46,0,"59,395.01"
Purchase,"19,80,691.50",0,"20,40,086.51"
Commission,"1,20,550.00",0,"21,60,636.51"
Debit Card,195,0,"21,60,831.51"
Transfer,"1,08,888.09",0,"22,69,719.60"
Interest,0,"7,56,573.20","15,13,146.40"
Cash,6.56,0,"15,13,152.96"
Interest,"2,196.20",0,"15,15,349.16"
RTGS,0,"5,05,116.39","10,10,232.77"
Purchase,0,"1,12,248.09","8,97,984.68"
Bill,0,"89,798.47","8,08,186.21"
Debit Card,"5,63,411.00",0,"13,71,597.21"
Cash,0,"3,42,899.30","10,28,697.91"
IMPS,0,"2,57,174.48","7,71,523.43"
Debit Card,0,"1,10,217.63","6,61,305.80"
ATM,0,"94,472.26","5,66,833.54"
NEFT,"32,707.40",0,"5,99,540.94"
Commission,0,"85,648.71","5,13,892.23"
RTGS,0,"64,236.53","4,49,655.70"
Purchase,"2,443.00",0,"4,52,098.70"
Miscellaneous,0,"75,349.78","3,76,748.92"
Miscellaneous,21,0,"3,76,769.92"
RTGS,0,"75,353.98","3,01,415.94"
Commission,0,"43,059.42","2,58,356.52"
Purchase,0,"51,671.30","2,06,685.22"
Purchase,0,"2,06,685.22",0
Commission,216.1,0,216.1
Purchase,80.7,0,296.8
Tax,1,0,297.8
Cheque,"5,20,848.50",0,"5,21,146.30"
Cash,0,"1,30,286.58","3,90,859.72"
Cash,0,"3,90,859.72",0
Cheque,2.3,0,2.3
Miscellaneous,"2,473.21",0,"2,475.51"
Debit Card,0,618.88,"1,856.63"
Commission,0,185.66,"1,670.97"
Transfer,0,334.19,"1,336.78"
Commission,3.65,0,"1,340.43"
Debit Card,257.5,0,"1,597.93"
NEFT,0,399.48,"1,198.45"
Reversal,"15,240.00",0,"16,438.45"
Purchase,"93,856.19",0,"1,10,294.64"
IMPS,"1,10,078.20",0,"2,20,372.84"
Debit Card,"13,146.70",0,"2,33,519.54"
Bill,0,"2,33,519.54",0
ATM,"11,83,676.50",0,"11,83,676.50"
Cheque,135,0,"11,83,811.50"
Miscellaneous,0,"1,47,976.44","10,35,835.06"
ATM,0,"5,17,917.53","5,17,917.53"
Debit Card,0,"86,319.59","4,31,597.94"
Cash,0,"1,43,865.98","2,87,731.96"
Interest,0,"28,773.20","2,58,958.76"
IMPS,"3,098.40",0,"2,62,057.16"
Commission,27,0,"2,62,084.16"
Miscellaneous,"75,755.30",0,"3,37,839.46"
Cheque,0,"1,68,919.73","1,68,919.73"
Bill,0,"16,891.97","1,52,027.76"
Commission,0,"21,718.25","1,30,309.51"
Commission,"6,247.00",0,"1,36,556.51"
Miscellaneous,21.97,0,"1,36,578.48"
IMPS,"2,686.00",0,"1,39,264.48"
Debit Card,0,"69,632.24","69,632.24"
Tax,0,"13,926.45","55,705.79"
Tax,0,"55,705.79",0
Commission,2.6,0,2.6
Commission,0,0.65,1.95
Miscellaneous,0,0.28,1.67
IMPS,0,0.21,1.46
Transfer,4.18,0,5.64
ATM,0,5.64,0
RTGS,"30,274.60",0,"30,274.60"
Transfer,97.1,0,"30,371.70"
Reversal,"12,228.10",0,"42,599.80"
Interest,0,"6,085.69","36,514.11"
Commission,3.7,0,"36,517.81"
Tax,20.97,0,"36,538.78"
Miscellaneous,286,0,"36,824.78"
ATM,440,0,"37,264.78"
Commission,236.52,0,"37,501.30"
RTGS,0,"7,500.26","30,001.04"
Miscellaneous,0,"10,000.35","20,000.69"
IMPS,0,"2,222.30","17,778.39"
IMPS,"12,36,783.20",0,"12,54,561.59"
ATM,46.36,0,"12,54,607.95"
Cheque,0,"1,25,460.80","11,29,147.16"
RTGS,"1,227.00",0,"11,30,374.16"
Cash,"1,31,454.00",0,"12,61,828.16"
Miscellaneous,0,"1,26,182.82","11,35,645.34"
Bill,"1,16,977.97",0,"12,52,623.31"
Tax,"6,40,262.00",0,"18,92,885.31"
Reversal,20,0,"18,92,905.31"
NEFT,"22,873.70",0,"19,15,779.01"
Purchase,0,"4,78,944.75","14,36,834.26"
Tax,0,"2,39,472.38","11,97,361.88"
Debit Card,"2,97,304.20",0,"14,94,666.08"
ATM,0,"7,47,333.04","7,47,333.04"
Tax,"12,91,925.80",0,"20,39,258.84"
Transfer,"3,486.55",0,"20,42,745.39"
Cheque,0,"10,21,372.70","10,21,372.70"
Cash,149,0,"10,21,521.70"
Tax,"10,017.00",0,"10,31,538.70"
Commission,0,"1,14,615.41","9,16,923.29"
ATM,0,"4,58,461.65","4,58,461.64"
Tax,0,"65,494.52","3,92,967.12"
Cheque,"2,964.10",0,"3,95,931.22"
Miscellaneous,0,"79,186.24","3,16,744.98"
Interest,"28,236.52",0,"3,44,981.50"
Purchase,0,"43,122.69","3,01,858.81"
Debit Card,0,"43,122.69","2,58,736.12"
Miscellaneous,0,"25,873.61","2,32,862.51"
Debit Card,0,"25,873.61","2,06,988.90"
Tax,271,0,"2,07,259.90"
Debit Card,"31,728.50",0,"2,38,988.40"
ATM,0,"79,662.80","1,59,325.60"
Reversal,0,"31,865.12","1,27,460.48"
Tax,0,"15,932.56","1,11,527.92"
Reversal,"29,156.00",0,"1,40,683.92"
Bill,6,0,"1,40,689.92"
Bill,"3,520.27",0,"1,44,210.19"
Cheque,0,"16,023.35","1,28,186.84"
IMPS,0,"16,023.36","1,12,163.48"
Reversal,"3,566.18",0,"1,15,729.66"
Reversal,0,"57,864.83","57,864.83"
NEFT,0,"5,786.48","52,078.35"
Transfer,0,"5,207.84","46,870.52"
Cash,0,"23,435.26","23,435.26"
Purchase,0,"11,717.63","11,717.63"
Interest,7.7,0,"11,725.33"
Cash,0,"1,172.53","10,552.80"
NEFT,0,"1,055.28","9,497.52"
NEFT,0,"1,582.92","7,914.60"
Reversal,243,0,"8,157.60"
Commission,0.88,0,"8,158.48"
ATM,"19,059.70",0,"27,218.18"
Cheque,"17,35,126.00",0,"17,62,344.18"
Transfer,0,"2,51,763.45","15,10,580.73"
Cash,2,0,"15,10,582.73"
Reversal,"1,903.50",0,"15,12,486.23"
Reversal,0,"3,78,121.56","11,34,364.67"
IMPS,0,"1,89,060.78","9,45,303.89"
Cheque,0,"94,530.39","8,50,773.50"
IMPS,0,"1,06,346.69","7,44,426.81"
Commission,"8,792.94",0,"7,53,219.75"
NEFT,0,"94,152.47","6,59,067.28"
Bill,0,"6,59,067.28",0
Purchase,"14,20,831.50",0,"14,20,831.50"
Commission,0,"2,02,975.93","12,17,855.57"
Commission,"3,187.00",0,"12,21,042.57"
Purchase,0,"4,07,014.19","8,14,028.38"
Transfer,"12,364.00",0,"8,26,392.38"
IMPS,0,"4,13,196.19","4,13,196.19"
NEFT,0,"68,866.03","3,44,330.16"
RTGS,0,"43,041.27","3,01,288.89"
NEFT,4,0,"3,01,292.89"
Cash,34.6,0,"3,01,327.49"
Bill,0,"30,132.75","2,71,194.74"
RTGS,107.81,0,"2,71,302.55"
Cheque,339,0,"2,71,641.55"
Bill,"1,015.27",0,"2,72,656.82"
Cheque,"10,090.66",0,"2,82,747.48"
Interest,496.5,0,"2,83,243.98"
IMPS,0,"70,811.00","2,12,432.98"
ATM,"2,736.58",0,"2,15,169.56"
Cash,"3,739.00",0,"2,18,908.56"
Debit Card,"7,847.10",0,"2,26,755.66"
IMPS,0,"22,675.57","2,04,080.09"
Reversal,"26,537.70",0,"2,30,617.79"
Interest,0,"28,827.22","2,01,790.57"
Purchase,0,"25,223.82","1,76,566.75"
IMPS,253.15,0,"1,76,819.90"
Transfer,0,"22,102.49","1,54,717.41"
Miscellaneous,0,"38,679.35","1,16,038.06"
IMPS,3,0,"1,16,041.06"
Transfer,0,"14,505.13","1,01,535.93"
Purchase,1,0,"1,01,536.93"
Miscellaneous,"19,01,846.00",0,"20,03,382.93"
Transfer,0,"6,67,794.31","13,35,588.62"
Transfer,0,"1,66,948.58","11,68,640.04"
Miscellaneous,"17,38,231.00",0,"29,06,871.04"
Cash,0,"4,84,478.51","24,22,392.53"
Commission,0,"2,42,239.25","21,80,153.28"
RTGS,"2,742.00",0,"21,82,895.28"
NEFT,"3,127.00",0,"21,86,022.28"
NEFT,"3,306.02",0,"21,89,328.30"
Interest,7.66,0,"21,89,335.96"
Cash,0,"3,12,762.28","18,76,573.68"
IMPS,0,"9,38,286.84","9,38,286.84"
Debit Card,141,0,"9,38,427.84"
Tax,"18,54,730.75",0,"27,93,158.59"
Cash,0,"2,79,315.86","25,13,842.73"
Debit Card,89.8,0,"25,13,932.53"
Commission,0,"2,51,393.25","22,62,539.28"
RTGS,0,"3,77,089.88","18,85,449.40"
Miscellaneous,50.82,0,"18,85,500.22"
Tax,"6,227.10",0,"18,91,727.32"
Interest,"21,634.70",0,"19,13,362.02"
RTGS,0,"3,18,893.67","15,94,468.35"
Commission,349,0,"15,94,817.35"
ATM,416.2,0,"15,95,233.55"
Interest,0,"1,77,248.17","14,17,985.38"
ATM,0,"1,41,798.54","12,76,186.84"
Miscellaneous,0,"4,25,395.61","8,50,791.23"
Reversal,0,"1,06,348.90","7,44,442.33"
Cheque,498.24,0,"7,44,940.57"
Interest,0,"1,48,988.11","5,95,952.46"
Interest,0,"59,595.25","5,36,357.21"
Cheque,159,0,"5,36,516.21"
RTGS,0,"76,645.17","4,59,871.04"
ATM,"1,463.70",0,"4,61,334.74"
Cash,"9,155.00",0,"4,70,489.74"
Transfer,"2,21,617.91",0,"6,92,107.65"
NEFT,"3,102.80",0,"6,95,210.45"
IMPS,33.1,0,"6,95,243.55"
Tax,0,"1,15,873.93","5,79,369.62"
NEFT,0,"1,44,842.41","4,34,527.22"
Reversal,27,0,"4,34,554.22"
Miscellaneous,0,"1,44,851.41","2,89,702.81"
ATM,"6,27,302.00",0,"9,17,004.81"
IMPS,0,"1,14,625.60","8,02,379.21"
Bill,"26,423.23",0,"8,28,802.44"
RTGS,"23,572.54",0,"8,52,374.98"
NEFT,"2,722.30",0,"8,55,097.28"
Reversal,5,0,"8,55,102.28"
Reversal,34.25,0,"8,55,136.53"
NEFT,175.7,0,"8,55,312.23"
Commission,0,"8,55,312.23",0
RTGS,7.11,0,7.11
Interest,0,3.56,3.56
RTGS,0,0.71,2.85
Cash,37.56,0,40.41
Transfer,0,6.74,33.67
Bill,5.62,0,39.29
Debit Card,0,6.55,32.74
Bill,34.9,0,67.64
ATM,0,33.82,33.82
Purchase,0,16.91,16.91
Transfer,11.6,0,28.51
IMPS,0,2.85,25.66
Debit Card,"1,615.00",0,"1,640.66"
Tax,0,182.3,"1,458.36"
Reversal,0,"1,458.36",0
RTGS,7.86,0,7.86
Tax,0,1.57,6.29
Cheque,0,2.1,4.19
Transfer,0,0.47,3.72
Cash,"12,19,106.50",0,"12,19,110.22"
Transfer,"24,459.66",0,"12,43,569.88"
Interest,410.87,0,"12,43,980.75"
Reversal,0,"3,10,995.19","9,32,985.56"
Cash,0,"1,03,665.06","8,29,320.50"
Debit Card,0,"8,29,320.50",0
Tax,"1,048.00",0,"1,048.00"
RTGS,"9,76,187.00",0,"9,77,235.00"
NEFT,"20,131.90",0,"9,97,366.90"
Purchase,0,"1,66,227.82","8,31,139.08"
Reversal,"30,076.78",0,"8,61,215.86"
Transfer,0,"4,30,607.93","4,30,607.93"
Interest,"3,633.91",0,"4,34,241.84"
NEFT,0,"72,373.64","3,61,868.20"
Cheque,0,"1,20,622.73","2,41,245.47"
Miscellaneous,0,"60,311.37","1,80,934.10"
Reversal,3.2,0,"1,80,937.30"
Reversal,"28,848.80",0,"2,09,786.10"
ATM,0,"20,978.61","1,88,807.49"
ATM,0,"47,201.87","1,41,605.62"
Miscellaneous,0,"1,41,605.62",0
Interest,"12,38,809.00",0,"12,38,809.00"
Miscellaneous,0,"2,06,468.17","10,32,340.83"
Transfer,0,"5,16,170.42","5,16,170.42"
RTGS,0,"86,028.40","4,30,142.02"
Purchase,"3,89,276.25",0,"8,19,418.27"
ATM,"2,71,774.00",0,"10,91,192.27"
Interest,0,"5,45,596.14","5,45,596.14"
Miscellaneous,0,"77,942.31","4,67,653.83"
Commission,0,"1,55,884.61","3,11,769.22"
Purchase,42.4,0,"3,11,811.62"
RTGS,"1,66,897.60",0,"4,78,709.22"
IMPS,"3,574.24",0,"4,82,283.46"
ATM,"2,686.00",0,"4,84,969.46"
Interest,0,"69,281.35","4,15,688.11"
ATM,0,"4,15,688.11",0
Tax,1.82,0,1.82
Bill,54.7,0,56.52
ATM,0,14.13,42.39
Purchase,0,4.71,37.68
ATM,4.24,0,41.92
Reversal,0,8.38,33.54
Bill,0,3.73,29.81
NEFT,5.89,0,35.7
Cash,756.7,0,792.4
Reversal,"26,750.00",0,"27,542.40"
RTGS,0,"3,442.80","24,099.60"
Bill,0,"12,049.80","12,049.80"
Cheque,0,"1,338.87","10,710.93"
Tax,"1,16,634.00",0,"1,27,344.93"
ATM,0,"25,468.99","1,01,875.94"
Transfer,"30,549.47",0,"1,32,425.41"
Commission,0,"22,070.90","1,10,354.51"
NEFT,0,"11,035.45","99,319.06"
ATM,0,"99,319.06",0
IMPS,"6,017.00",0,"6,017.00"
Miscellaneous,29,0,"6,046.00"
Cheque,0,"1,209.20","4,836.80"
Miscellaneous,0,"1,209.20","3,627.60"
Tax,"1,701.35",0,"5,328.95"
Bill,0,532.9,"4,796.06"
Cheque,0,"1,598.69","3,197.37"
Purchase,429,0,"3,626.37"
Purchase,0,518.05,"3,108.32"
IMPS,0,"1,554.16","1,554.16"
Interest,"16,515.30",0,"18,069.46"
RTGS,5.55,0,"18,075.01"
Tax,0,"18,075.01",0
Commission,"1,51,053.70",0,"1,51,053.70"
Cash,7.3,0,"1,51,061.00"
Commission,7.29,0,"1,51,068.29"
Cash,"22,645.67",0,"1,73,713.96"
Reversal,0,"86,856.98","86,856.98"
Tax,"7,070.00",0,"93,926.98"
Reversal,0,"9,392.70","84,534.28"
Miscellaneous,0,"9,392.70","75,141.58"
Tax,0,"25,047.19","50,094.39"
Miscellaneous,279.2,0,"50,373.59"
Tax,0,"12,593.40","37,780.19"
NEFT,39.06,0,"37,819.25"
Purchase,6,0,"37,825.25"
Cheque,0,"37,825.25",0
Cash,"26,595.38",0,"26,595.38"
Cash,0,"4,432.56","22,162.82"
Reversal,0,"2,462.54","19,700.28"
Purchase,0,"2,188.92","17,511.36"
Miscellaneous,20.59,0,"17,531.95"
Commission,7.9,0,"17,539.85"
RTGS,0,"3,507.97","14,031.88"
IMPS,57,0,"14,088.88"
RTGS,0,"7,044.44","7,044.44"
NEFT,0,"1,174.07","5,870.37"
Debit Card,0,838.62,"5,031.75"
ATM,"2,43,582.00",0,"2,48,613.75"
Interest,0,"49,722.75","1,98,891.00"
Miscellaneous,"2,665.90",0,"2,01,556.90"
Cheque,0,"67,185.63","1,34,371.27"
ATM,"9,21,778.20",0,"10,56,149.47"
Commission,0,"5,28,074.74","5,28,074.74"
Debit Card,0,"2,64,037.37","2,64,037.37"
RTGS,"5,16,037.50",0,"7,80,074.87"
NEFT,0,"78,007.49","7,02,067.38"
Cash,0,"1,00,295.34","6,01,772.04"
Interest,"2,746.76",0,"6,04,518.80"
Transfer,0,"2,01,506.27","4,03,012.53"
Tax,0,"67,168.76","3,35,843.78"
Cash,9.1,0,"3,35,852.88"
Interest,608,0,"3,36,460.88"
NEFT,"7,327.43",0,"3,43,788.31"
Cash,0,"68,757.66","2,75,030.65"
Purchase,0,"34,378.83","2,40,651.82"
Bill,0,"60,162.96","1,80,488.86"
ATM,0,"22,561.11","1,57,927.75"
Reversal,0,"39,481.94","1,18,445.81"
Purchase,0,"11,844.58","1,06,601.23"
Cheque,0,"21,320.25","85,280.98"
Miscellaneous,"1,60,206.20",0,"2,45,487.18"
NEFT,"4,17,761.00",0,"6,63,248.18"
Transfer,1.15,0,"6,63,249.33"
ATM,0,"1,65,812.33","4,97,437.00"
Reversal,"1,398.00",0,"4,98,835.00"
ATM,"1,260.00",0,"5,00,095.00"
Bill,21.9,0,"5,00,116.90"
Cash,"70,812.00",0,"5,70,928.90"
Cash,0,"81,561.27","4,89,367.63"
Cheque,0,"1,63,122.54","3,26,245.09"
Reversal,"7,99,953.00",0,"11,26,198.09"
Cash,0,"2,81,549.52","8,44,648.57"
IMPS,58.7,0,"8,44,707.27"
RTGS,"3,939.00",0,"8,48,646.27"
Cash,0,"1,41,441.05","7,07,205.22"
ATM,0,"7,07,205.22",0
Bill,"3,227.56",0,"3,227.56"
Cheque,0,403.45,"2,824.12"
Bill,15.55,0,"2,839.67"
IMPS,0,473.28,"2,366.39"
IMPS,5,0,"2,371.39"
Bill,0,790.46,"1,580.93"
Miscellaneous,0,"1,580.93",0
IMPS,249,0,249
Reversal,"16,53,044.00",0,"16,53,293.00"
Commission,0,"5,51,097.67","11,02,195.33"
Tax,0,"1,37,774.42","9,64,420.91"
Cash,14.91,0,"9,64,435.82"
Commission,42.4,0,"9,64,478.22"
Interest,2.09,0,"9,64,480.31"
IMPS,0,"1,92,896.06","7,71,584.25"
Commission,"1,40,286.47",0,"9,11,870.72"
Interest,"20,327.00",0,"9,32,197.72"
ATM,5,0,"9,32,202.72"
Cheque,0,"3,10,734.24","6,21,468.48"
NEFT,61,0,"6,21,529.48"
Commission,0,"77,691.19","5,43,838.29"
Cash,0,"1,08,767.66","4,35,070.63"
Debit Card,44,0,"4,35,114.63"
Interest,0,"1,08,778.66","3,26,335.97"
Transfer,"2,108.00",0,"3,28,443.97"
NEFT,0,"41,055.50","2,87,388.47"
Interest,"65,685.10",0,"3,53,073.57"
Interest,4.5,0,"3,53,078.07"
Reversal,6.6,0,"3,53,084.67"
NEFT,"1,552.90",0,"3,54,637.57"
Debit Card,"18,85,684.00",0,"22,40,321.57"
Interest,0,"3,73,386.93","18,66,934.64"
Interest,61,0,"18,66,995.64"
Cash,0,"1,86,699.56","16,80,296.08"
ATM,0,"2,80,049.35","14,00,246.73"
Transfer,0,"7,00,123.37","7,00,123.36"
Bill,"3,483.00",0,"7,03,606.36"
ATM,0,"70,360.64","6,33,245.72"
ATM,0,"1,05,540.95","5,27,704.77"
Bill,0,"87,950.80","4,39,753.98"
NEFT,"1,73,649.44",0,"6,13,403.42"
Cheque,51,0,"6,13,454.42"
Miscellaneous,666,0,"6,14,120.42"
Cash,0,"61,412.04","5,52,708.38"
Miscellaneous,971,0,"5,53,679.38"
Purchase,0,"1,10,735.88","4,42,943.50"
Bill,0,"1,47,647.83","2,95,295.67"
IMPS,0,"49,215.95","2,46,079.72"
Transfer,0,"35,154.25","2,10,925.47"
Debit Card,7.4,0,"2,10,932.87"
Reversal,0,"42,186.57","1,68,746.30"
Tax,318,0,"1,69,064.30"
Cheque,0,"28,177.38","1,40,886.92"
Tax,0,0,"1,40,886.92"
Commission,"19,32,246.00",0,"20,73,132.92"
Cheque,0,"2,96,161.85","17,76,971.07"
Reversal,0,"17,76,971.07",0
Interest,210.2,0,210.2
Cheque,6.81,0,217.01
Bill,0,21.7,195.31
Cash,0,24.41,170.9
NEFT,0,34.18,136.72
Bill,"16,45,260.00",0,"16,45,396.72"
RTGS,"74,546.97",0,"17,19,943.69"
Commission,0,"3,43,988.74","13,75,954.95"
Cheque,0,"2,29,325.83","11,46,629.12"
Miscellaneous,0,"3,82,209.71","7,64,419.41"
Cash,38.86,0,"7,64,458.27"
Bill,0,"84,939.81","6,79,518.46"
NEFT,0,"1,13,253.08","5,66,265.38"
Miscellaneous,118.02,0,"5,66,383.40"
NEFT,0,"2,83,191.70","2,83,191.70"
ATM,0,"47,198.62","2,35,993.08"
Commission,0,"29,499.14","2,06,493.94"
Cheque,"21,630.00",0,"2,28,123.94"
Cash,0,"76,041.31","1,52,082.63"
Purchase,110.27,0,"1,52,192.90"
Miscellaneous,0,"25,365.48","1,26,827.42"
Transfer,0,"12,682.74","1,14,144.68"
Cash,17.7,0,"1,14,162.38"
Purchase,0,"28,540.60","85,621.78"
Commission,0,"9,513.53","76,108.25"
NEFT,"7,83,011.00",0,"8,59,119.25"
NEFT,"2,323.00",0,"8,61,442.25"
RTGS,0,"1,72,288.45","6,89,153.80"
Interest,0,"76,572.64","6,12,581.16"
IMPS,6.34,0,"6,12,587.50"
ATM,0,"76,573.44","5,36,014.06"
Bill,0,"5,36,014.06",0
Transfer,430.6,0,430.6
Tax,0,43.06,387.54
Reversal,0,96.89,290.66
Interest,29.8,0,320.46
NEFT,0,32.05,288.41
Tax,0,28.84,259.57
Debit Card,1,0,260.57
RTGS,0,130.29,130.28
Reversal,0,130.28,0
Bill,1.06,0,1.06
IMPS,0,0.53,0.53
Transfer,20,0,20.53
Purchase,0,2.57,17.96
Miscellaneous,487.4,0,505.36
Transfer,16,0,521.36
Cash,22,0,543.36
Reversal,0,60.37,482.99
Interest,0,482.99,0
Cheque,"29,705.00",0,"29,705.00"
NEFT,0,"7,426.25","22,278.75"
Interest,"16,801.50",0,"39,080.25"
Cash,0,"9,770.06","29,310.19"
Interest,"9,12,699.75",0,"9,42,009.94"
Transfer,0,"1,34,572.85","8,07,437.09"
Miscellaneous,1,0,"8,07,438.09"
Reversal,55.8,0,"8,07,493.89"
Interest,"1,859.70",0,"8,09,353.59"
Bill,"6,386.20",0,"8,15,739.79"
IMPS,0,"1,35,956.63","6,79,783.16"
Purchase,213,0,"6,79,996.16"
Interest,0,"1,13,332.69","5,66,663.47"
Transfer,15.94,0,"5,66,679.41"
Transfer,0,"62,964.38","5,03,715.03"
ATM,"5,17,169.00",0,"10,20,884.03"
Debit Card,"9,95,892.75",0,"20,16,776.78"
Purchase,0,"2,52,097.10","17,64,679.68"
Cheque,0,"2,94,113.28","14,70,566.40"
Transfer,18,0,"14,70,584.40"
Cash,0,"1,83,823.05","12,86,761.35"
RTGS,0,"1,83,823.05","11,02,938.30"
Purchase,996,0,"11,03,934.30"
Miscellaneous,"30,585.60",0,"11,34,519.90"
Purchase,962.99,0,"11,35,482.89"
Bill,0,"1,13,548.29","10,21,934.60"
Interest,0,"3,40,644.87","6,81,289.73"
Miscellaneous,0,"1,36,257.95","5,45,031.78"
Bill,0,"60,559.09","4,84,472.69"
Tax,0,"69,210.38","4,15,262.31"
Transfer,0,"46,140.26","3,69,122.05"
